Player,Nation,Pos,Squad,Comp,Age,Born,90s,Gls,Sh_df8,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK_x,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches_x,Cmp_x,Att_x,Cmp%,TotDist_df10,PrgDist_df10,Cmp_x,Att_x,Cmp%,Cmp_x,Att_x,Cmp%,Cmp_x,Att_x,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3_df10,PPA,CrsPA,PrgP,Matches_y,Att_y,Live_df10,Dead,FK_y,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp_y,Off,Blocksdf9,Matches_df8,SCA,SCA90,PassLive,PassDead,TO,Sh_df4,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh_df4,Fld,Def,Matches_df4,Tkl,TklW,Def 3rd_df10,Mid 3rd_df10,Att 3rd_df10,Tkl,Att_df10,Tkl%,Lost,Blocks_df5,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches_df10,Touches,Def Pen,Def 3rd_df6,Mid 3rd_df6,Att 3rd_df6,Att Pen,Live_df6,Att_df6,Succ,Succ%,Tkld,Tkld%,Carries,TotDist_df6,PrgDist_df6,PrgC,1/3_df6,CPA,Mis,Dis,Rec,PrgR,Matches_df6
Lovro Majer,hr CRO,MF,Rennes,fr Ligue 1,25,1998,0.2,0,1,0,0,5.63,0,0,,22,0,0,0,0,0,0.03,0,0,Matches,14,16,87.5,277,96,7,8,87.5,5,6,83.3,2,2,100,0,0.3,0.1,-0.3,2,1,0,0,0,Matches,16,15,1,0,0,0,1,0,1,0,1,0,14,0,1,Matches,2,10.59,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,Matches,20,1,6,9,6,2,20,1,1,100,0,0,17,131,58,1,0,1,1,0,16,1,Matches
Lovro Majer,hr CRO,"MF,FW",Wolfsburg,de Bundesliga,25,1998,23.4,5,35,10,28.6,1.5,0.43,0.09,0.3,21.1,2,2,2,5.4,3.8,0.11,-0.4,-0.8,Matches,760,1039,73.1,11960,3406,393,457,86,284,365,77.8,54,120,45,5,3.2,4.9,1.8,38,86,29,6,124,Matches,1039,968,68,18,1,2,89,3,42,21,17,0,760,3,40,Matches,84,3.59,64,10,2,4,4,0,11,0.47,8,0,1,1,1,0,Matches,39,18,17,22,0,12,31,38.7,19,20,1,19,12,51,13,0,Matches,1288,14,179,598,531,65,1286,50,25,50,19,38,794,4884,2049,61,38,9,59,27,927,140,Matches
Lovro Zvonarek,hr CRO,"FW,MF",Bayern Munich,de Bundesliga,18,2005,1.8,1,1,1,100,0.55,0.55,1,1,16.8,0,0,0,0.1,0.1,0.07,0.9,0.9,Matches,50,60,83.3,766,123,20,23,87,25,29,86.2,2,2,100,0,0.2,0.3,-0.2,2,5,1,0,7,Matches,60,59,1,0,1,0,1,0,0,0,0,0,50,0,2,Matches,3,1.66,3,0,0,0,0,0,1,0.55,1,0,0,0,0,0,Matches,0,0,0,0,0,0,5,0,5,3,0,3,0,0,2,0,Matches,73,2,9,38,26,8,73,3,1,33.3,2,66.7,43,207,86,7,1,4,3,1,55,9,Matches
Loïc Bade,fr FRA,DF,Sevilla,es La Liga,23,2000,25.3,0,14,3,21.4,0.55,0.12,0,0,12.7,0,0,0,0.9,0.9,0.06,-0.9,-0.9,Matches,1113,1346,82.7,21547,8244,373,411,90.8,623,701,88.9,106,199,53.3,1,0.5,0.5,0.5,9,79,1,0,76,Matches,1346,1308,34,30,1,18,2,4,0,0,0,0,1113,4,12,Matches,20,0.79,18,0,0,1,0,1,4,0.16,3,0,0,1,0,0,Matches,65,41,53,12,0,30,49,61.2,19,23,15,8,38,103,116,2,Matches,1648,184,920,692,55,24,1648,21,11,52.4,10,47.6,846,4490,2358,15,8,1,12,4,1000,3,Matches
Loïc Nego,hu HUN,"DF,MF",Le Havre,fr Ligue 1,32,1991,17.3,0,18,4,22.2,1.04,0.23,0,0,17,0,0,0,1.3,1.3,0.07,-1.3,-1.3,Matches,481,639,75.3,7463,3221,256,309,82.8,186,252,73.8,25,44,56.8,3,1,1.6,2,13,30,19,11,64,Matches,639,552,85,3,0,0,44,81,1,0,0,0,481,2,17,Matches,39,2.25,29,2,1,1,6,0,8,0.46,6,0,0,0,2,0,Matches,37,26,21,12,4,18,30,60,12,12,2,10,16,53,17,0,Matches,784,27,149,367,281,30,784,33,13,39.4,18,54.5,537,2909,1344,30,36,4,15,9,480,102,Matches
Loïs Openda,be BEL,FW,RB Leipzig,de Bundesliga,23,2000,30,24,118,59,50,3.94,1.97,0.19,0.37,14.2,1,2,3,22.1,19.7,0.17,1.9,2.3,Matches,348,524,66.4,4561,1025,211,281,75.1,92,128,71.9,13,31,41.9,7,5.8,4.6,1.2,35,21,21,5,45,Matches,524,495,28,1,5,1,32,11,0,0,0,0,348,1,30,Matches,84,2.8,58,0,7,11,7,1,13,0.43,10,0,1,1,1,0,Matches,3,3,0,1,2,0,6,0,6,19,3,16,5,8,14,0,Matches,860,20,52,285,528,214,857,65,20,30.8,35,53.8,545,2923,1473,77,30,38,72,38,643,226,Matches
Luc Zogbé,ci CIV,DF,Brest,fr Ligue 1,18,2005,0.1,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,Matches,5,7,71.4,57,12,4,4,100,1,1,100,0,2,0,0,0,0,0,0,0,0,0,0,Matches,7,6,1,0,0,0,0,1,0,0,0,0,5,0,0,Matches,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,0,0,0,0,0,0,1,0,1,1,1,0,1,1,0,0,Matches,10,2,8,2,0,0,10,1,0,0,1,100,6,32,18,0,0,0,0,0,5,0,Matches
Luca Caldirola,it ITA,DF,Monza,it Serie A,32,1991,23.8,1,9,2,22.2,0.38,0.08,0.11,0.5,10.8,0,0,0,0.5,0.5,0.05,0.5,0.5,Matches,1247,1374,90.8,23794,7803,453,464,97.6,656,695,94.4,131,192,68.2,1,0.6,0.2,0.4,5,60,1,1,56,Matches,1374,1294,78,43,0,7,4,12,0,0,0,0,1247,2,10,Matches,14,0.59,13,0,0,0,0,1,1,0.04,1,0,0,0,0,0,Matches,25,14,19,4,2,13,22,59.1,9,26,17,9,29,54,53,0,Matches,1546,203,809,678,61,16,1546,2,1,50,0,0,966,4882,2482,10,5,0,6,1,1146,9,Matches
Luca Garritano,it ITA,"MF,DF",Frosinone,it Serie A,29,1994,5.4,0,12,3,25,2.23,0.56,0,0,18.9,1,0,0,0.7,0.7,0.06,-0.7,-0.7,Matches,147,220,66.8,2219,804,82,96,85.4,43,66,65.2,12,32,37.5,0,0.3,0.4,-0.3,4,19,3,1,23,Matches,220,203,17,4,0,2,16,5,8,3,3,0,147,0,10,Matches,15,2.78,10,3,0,0,2,0,3,0.56,2,1,0,0,0,0,Matches,10,5,7,2,1,5,15,33.3,10,13,0,13,4,14,8,1,Matches,283,13,75,119,91,12,283,5,0,0,5,100,141,736,310,6,2,1,8,2,173,23,Matches
Luca Gemello,it ITA,GK,Torino,it Serie A,23,2000,2,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,Matches,95,118,80.5,2351,1529,18,18,100,54,54,100,23,44,52.3,0,0,0,0,0,1,0,0,0,Matches,118,99,17,5,0,0,0,0,0,0,0,0,95,2,0,Matches,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,Matches,122,78,120,2,0,0,122,0,0,,0,,87,509,405,0,0,0,0,0,87,0,Matches
Luca Kilian,de GER,DF,Köln,de Bundesliga,23,1999,7.1,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,Matches,241,317,76,4399,1173,87,103,84.5,131,154,85.1,19,51,37.3,0,0,0,0,1,11,0,0,12,Matches,317,302,15,8,0,1,1,5,0,0,0,0,241,0,4,Matches,3,0.43,3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,16,9,15,1,0,9,14,64.3,5,12,5,7,7,23,28,0,Matches,395,51,221,152,24,4,395,1,0,0,1,100,205,1203,582,7,3,0,5,0,232,1,Matches
Luca Koleosho,it ITA,"MF,FW",Burnley,eng Premier League,18,2004,10.8,1,23,5,21.7,2.13,0.46,0.04,0.2,18.5,0,0,0,2,2,0.09,-1,-1,Matches,192,274,70.1,2509,475,126,153,82.4,56,79,70.9,2,9,22.2,1,1.3,1.1,-0.3,11,9,6,2,19,Matches,274,267,6,2,0,0,23,4,0,0,0,0,192,1,16,Matches,28,2.59,12,0,11,2,3,0,6,0.56,2,0,3,0,1,0,Matches,7,4,2,5,0,2,10,20,8,13,0,13,2,9,0,0,Matches,416,5,33,149,240,52,416,78,33,42.3,39,50,299,2603,1383,53,37,29,22,14,313,82,Matches
Luca Lipani,it ITA,MF,Sassuolo,it Serie A,18,2005,4.3,0,3,1,33.3,0.7,0.23,0,0,13.7,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches,123,160,76.9,2084,785,56,63,88.9,49,67,73.1,11,20,55,0,0.2,0.1,-0.2,3,22,2,1,20,Matches,160,157,3,3,0,2,5,0,0,0,0,0,123,0,3,Matches,9,2.1,5,0,2,1,0,1,0,0,0,0,0,0,0,0,Matches,9,7,4,3,2,3,11,27.3,8,9,2,7,6,15,7,0,Matches,202,11,55,106,42,7,202,4,2,50,2,50,89,365,163,6,1,1,2,4,103,3,Matches
Luca Mazzitelli,it ITA,MF,Frosinone,it Serie A,27,1995,24.6,5,49,18,36.7,2,0.73,0.1,0.28,23,3,0,0,2.3,2.3,0.05,2.7,2.7,Matches,974,1309,74.4,16656,5947,446,517,86.3,380,482,78.8,104,222,46.8,0,1.1,0.9,-1.1,13,131,14,2,167,Matches,1309,1234,67,38,5,10,42,5,12,7,3,0,974,8,21,Matches,47,1.91,30,8,6,1,2,0,3,0.12,1,0,0,1,1,0,Matches,45,23,15,24,6,26,49,53.1,23,23,7,16,19,64,62,0,Matches,1581,76,341,958,294,34,1581,18,11,61.1,6,33.3,773,3395,1244,18,16,1,22,22,1082,53,Matches
Luca Netz,de GER,DF,Gladbach,de Bundesliga,20,2003,24.7,0,17,5,29.4,0.69,0.2,0,0,16.7,0,0,0,1,1,0.06,-1,-1,Matches,945,1220,77.5,14370,5250,516,586,88.1,335,419,80,58,136,42.6,4,3,3.1,1,37,38,23,8,81,Matches,1220,999,216,22,2,1,74,172,22,6,13,0,945,5,28,Matches,70,2.83,49,13,3,4,0,1,8,0.32,7,1,0,0,0,0,Matches,38,22,19,16,3,23,43,53.5,20,36,10,26,22,60,76,1,Matches,1498,86,486,611,416,41,1498,48,23,47.9,21,43.8,761,3141,1564,46,33,9,34,28,843,99,Matches
Luca Pellegrini,it ITA,DF,Lazio,it Serie A,24,1999,8.7,1,7,1,14.3,0.8,0.11,0.14,1,26.6,1,0,0,0.2,0.2,0.03,0.8,0.8,Matches,372,515,72.2,5643,2051,196,227,86.3,137,177,77.4,20,64,31.3,0,0.3,0.3,-0.3,2,29,7,0,46,Matches,515,419,94,6,1,1,28,87,1,0,0,0,372,2,21,Matches,14,1.61,6,1,3,1,3,0,1,0.11,0,0,0,0,1,0,Matches,18,13,7,10,1,9,17,52.9,8,7,3,4,9,27,20,0,Matches,613,20,197,275,150,7,613,28,14,50,12,42.9,292,1638,983,18,8,2,10,6,351,30,Matches
Luca Pfeiffer,de GER,"FW,MF",Darmstadt 98,de Bundesliga,26,1996,18,1,48,18,37.5,2.67,1,0.02,0.06,15.7,0,0,0,4.6,4.6,0.1,-3.6,-3.6,Matches,290,414,70,4273,930,169,216,78.2,96,137,70.1,16,32,50,4,1.7,1,2.3,19,20,8,1,37,Matches,414,378,34,2,1,2,5,5,0,0,0,0,290,2,7,Matches,49,2.73,33,1,2,8,5,0,6,0.33,4,0,0,2,0,0,Matches,11,6,2,6,3,5,11,45.5,6,5,1,4,2,13,21,0,Matches,565,25,66,266,237,59,565,21,7,33.3,9,42.9,278,1365,529,15,14,2,23,19,373,81,Matches
Luca Raimund,de GER,"FW,MF",Stuttgart,de Bundesliga,18,2005,0.3,0,2,0,0,6,0,0,,7.2,0,0,0,0.9,0.9,0.55,-0.9,-0.9,Matches,16,23,69.6,203,18,11,14,78.6,5,7,71.4,0,0,,0,0,0,0,0,0,1,0,1,Matches,23,23,0,0,0,0,1,0,0,0,0,0,16,0,0,Matches,3,9,1,0,0,2,0,0,0,0,0,0,0,0,0,0,Matches,3,1,2,1,0,0,0,,0,2,0,2,0,3,0,0,Matches,34,0,5,10,20,3,34,0,0,,0,,18,67,27,0,0,0,2,2,21,2,Matches
Luca Ranieri,it ITA,DF,Fiorentina,it Serie A,24,1999,22.9,2,10,3,30,0.44,0.13,0.2,0.67,8.8,0,0,0,0.9,0.9,0.09,1.1,1.1,Matches,1142,1362,83.8,23351,8689,350,385,90.9,617,682,90.5,165,265,62.3,1,0.4,0.7,0.6,7,95,11,2,99,Matches,1362,1289,69,51,0,5,13,16,0,0,0,0,1142,4,8,Matches,22,0.96,19,1,0,2,0,0,2,0.09,1,1,0,0,0,0,Matches,14,10,11,1,2,8,13,61.5,5,25,11,14,29,43,64,0,Matches,1538,120,683,775,89,16,1538,13,4,30.8,8,61.5,937,4601,2808,17,22,0,13,0,1013,5,Matches
Luca Waldschmidt,de GER,"MF,FW",Köln,de Bundesliga,27,1996,12.7,3,42,15,35.7,3.3,1.18,0.07,0.2,22.3,2,0,1,2.9,2.1,0.05,0.1,0.9,Matches,320,448,71.4,5187,1308,150,180,83.3,125,163,76.7,31,60,51.7,0,1.2,1.8,-1.2,16,23,10,4,46,Matches,448,392,49,10,4,4,39,5,26,7,12,0,320,7,14,Matches,42,3.3,25,3,1,9,3,1,3,0.24,0,0,0,2,1,0,Matches,19,12,4,12,3,5,16,31.3,11,18,3,15,6,25,8,1,Matches,604,9,82,297,234,29,603,40,18,45,20,50,336,1835,822,30,20,6,23,14,387,61,Matches
Luca de la Torre,us USA,MF,Celta Vigo,es La Liga,25,1998,21.7,1,24,8,33.3,1.1,0.37,0.04,0.13,16.4,0,0,0,2.5,2.5,0.1,-1.5,-1.5,Matches,620,764,81.2,7881,2176,396,440,90,176,205,85.9,14,27,51.9,4,1.4,1.5,2.6,17,58,7,0,93,Matches,764,756,4,2,1,0,17,0,0,0,0,0,620,4,36,Matches,43,1.98,37,0,2,2,2,0,5,0.23,5,0,0,0,0,0,Matches,39,21,12,22,5,22,43,51.2,21,23,4,19,12,51,17,0,Matches,971,21,141,465,381,63,971,32,11,34.4,19,59.4,606,3777,2012,58,40,12,38,28,679,88,Matches
Lucas,br BRA,DF,Cádiz,es La Liga,22,2001,17.1,1,11,4,36.4,0.64,0.23,0.09,0.25,21.5,3,0,0,0.8,0.8,0.07,0.2,0.2,Matches,595,807,73.7,9653,3843,311,351,88.6,221,298,74.2,49,115,42.6,0,1.9,2,-1.9,22,33,21,14,47,Matches,807,632,169,14,2,4,72,145,10,6,2,0,595,6,14,Matches,41,2.4,31,8,0,1,0,1,1,0.06,0,0,0,0,0,1,Matches,47,27,32,11,4,32,55,58.2,23,27,4,23,17,64,45,0,Matches,1020,54,306,447,275,14,1020,32,15,46.9,14,43.8,487,2549,1130,30,19,3,22,18,513,65,Matches
Lucas Beltrán,ar ARG,"FW,MF",Fiorentina,it Serie A,22,2001,18.8,6,30,7,23.3,1.6,0.37,0.17,0.71,15.5,0,1,1,3.8,3,0.1,2.2,2,Matches,360,459,78.4,5213,1095,201,246,81.7,118,137,86.1,21,28,75,2,1.5,1.9,0.5,25,25,19,0,49,Matches,459,438,19,2,4,3,7,4,0,0,0,0,360,2,15,Matches,56,2.98,39,0,2,8,6,1,10,0.53,5,0,1,3,1,0,Matches,27,14,4,18,5,11,20,55,9,29,3,26,2,29,11,0,Matches,668,16,49,280,342,88,667,31,12,38.7,17,54.8,384,1500,542,12,10,6,56,31,478,113,Matches
Lucas Beraldo,br BRA,DF,Paris S-G,fr Ligue 1,19,2003,11.2,1,5,2,40,0.45,0.18,0.2,0.5,10.8,0,0,0,1,1,0.2,0,0,Matches,867,968,89.6,15514,5185,309,354,87.3,482,513,94,56,72,77.8,0,0.2,0.2,-0.2,4,65,2,0,44,Matches,968,912,56,22,1,3,2,33,0,0,0,0,867,0,10,Matches,14,1.25,13,1,0,0,0,0,1,0.09,1,0,0,0,0,0,Matches,22,14,14,8,0,10,25,40,15,15,6,9,20,42,25,0,Matches,1056,80,410,592,58,5,1056,4,3,75,1,25,832,4228,2168,7,22,0,2,2,777,2,Matches
Lucas Boyé,ar ARG,FW,Granada,es La Liga,27,1996,28.2,6,56,15,26.8,1.98,0.53,0.11,0.4,13.3,1,0,0,6.2,6.2,0.11,-0.2,-0.2,Matches,454,631,71.9,6448,1566,280,351,79.8,116,160,72.5,32,43,74.4,3,2.8,2,0.2,26,44,13,4,65,Matches,631,564,60,1,2,5,14,1,0,0,0,0,454,7,25,Matches,78,2.76,58,1,10,7,1,1,8,0.28,6,0,2,0,0,0,Matches,50,25,14,25,11,14,34,41.2,20,35,5,30,10,60,46,0,Matches,1132,56,133,560,454,119,1132,130,53,40.8,75,57.7,634,3083,1036,36,42,16,114,86,747,131,Matches
Lucas Chevalier,fr FRA,GK,Lille,fr Ligue 1,21,2001,33,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,Matches,914,1186,77.1,21421,14432,260,262,99.2,431,434,99.3,215,478,45,0,0.1,0.1,-0.1,2,9,2,0,2,Matches,1186,956,226,103,1,3,0,0,0,0,0,0,914,4,0,Matches,5,0.15,5,0,0,0,0,0,1,0.03,1,0,0,0,0,0,Matches,3,0,3,0,0,3,4,75,1,1,0,1,0,3,11,2,Matches,1255,968,1249,6,0,0,1255,0,0,,0,,931,4958,2712,0,0,0,1,2,692,0,Matches
Lucas Digne,fr FRA,DF,Aston Villa,eng Premier League,30,1993,26.8,1,20,4,20,0.75,0.15,0.05,0.25,20,6,0,0,1.1,1.1,0.05,-0.1,-0.1,Matches,1015,1351,75.1,16244,5595,524,594,88.2,406,529,76.7,66,148,44.6,3,4.1,3.6,-1.1,37,49,34,15,77,Matches,1351,1095,253,36,0,4,154,181,36,25,5,0,1015,3,42,Matches,74,2.76,48,19,0,3,3,1,4,0.15,4,0,0,0,0,0,Matches,47,19,35,9,3,25,44,56.8,19,20,2,18,26,73,67,0,Matches,1590,71,468,541,593,56,1590,33,10,30.3,16,48.5,840,3630,1786,42,19,4,16,15,925,200,Matches
Lucas Hernández,fr FRA,DF,Paris S-G,fr Ligue 1,27,1996,21.2,1,6,2,33.3,0.28,0.09,0.17,0.5,18.2,0,0,0,0.5,0.5,0.08,0.5,0.5,Matches,1670,1859,89.8,28845,9121,696,744,93.5,822,886,92.8,117,173,67.6,1,1.6,1.4,-0.6,12,166,9,1,156,Matches,1859,1686,169,41,1,16,19,128,0,0,0,0,1670,4,20,Matches,25,1.18,19,1,0,1,2,2,3,0.14,1,0,0,1,1,0,Matches,52,36,28,15,9,29,50,58,21,21,5,16,27,79,38,0,Matches,2041,91,578,1247,234,19,2041,16,9,56.3,5,31.3,1583,7311,3507,30,33,4,16,5,1476,22,Matches
Lucas Höler,de GER,"FW,MF",Freiburg,de Bundesliga,29,1994,25.6,7,32,16,50,1.25,0.62,0.19,0.38,13.5,0,1,2,8.6,7,0.22,-1.6,-1,Matches,494,739,66.8,6619,1500,301,419,71.8,127,182,69.8,24,36,66.7,2,2.1,2,-0.1,32,34,12,1,49,Matches,739,717,16,4,2,3,12,3,0,0,0,0,494,6,28,Matches,64,2.5,49,0,1,4,6,4,8,0.31,6,0,0,0,1,1,Matches,32,24,14,10,8,4,23,17.4,19,19,4,15,15,47,35,0,Matches,1008,46,159,457,399,97,1006,29,13,44.8,15,51.7,546,2264,844,24,12,5,59,19,717,153,Matches
Lucas Martínez Quarta,ar ARG,DF,Fiorentina,it Serie A,27,1996,25.5,5,24,7,29.2,0.94,0.27,0.21,0.71,10.2,0,0,0,2.7,2.7,0.11,2.3,2.3,Matches,1362,1668,81.7,27951,11563,461,490,94.1,695,779,89.2,194,349,55.6,1,1.8,1.1,-0.8,15,160,18,2,177,Matches,1668,1609,50,47,2,28,5,3,0,0,0,0,1362,9,14,Matches,39,1.53,31,3,0,4,1,0,5,0.2,4,0,0,1,0,0,Matches,75,47,43,28,4,36,54,66.7,18,38,14,24,30,105,69,4,Matches,1966,115,782,1064,132,41,1966,28,13,46.4,13,46.4,1184,6590,3542,23,20,3,21,7,1294,16,Matches
Lucas Michal,fr FRA,FW,Monaco,fr Ligue 1,18,2005,0.1,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,Matches,1,1,100,9,0,1,1,100,0,0,,0,0,,0,0,0,0,0,0,0,0,0,Matches,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,Matches,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches,1,0,0,1,0,0,1,0,0,,0,,1,34,31,1,0,0,0,0,0,0,Matches
Lucas Mincarelli,fr FRA,"DF,MF",Montpellier,fr Ligue 1,19,2004,10.9,1,6,3,50,0.55,0.28,0.17,0.33,17.9,0,0,0,0.4,0.4,0.06,0.6,0.6,Matches,326,438,74.4,5326,1994,160,192,83.3,135,160,84.4,21,57,36.8,1,0.6,0.8,0.4,4,14,7,2,26,Matches,438,346,92,2,1,0,26,90,0,0,0,0,326,0,17,Matches,11,1.01,11,0,0,0,0,0,1,0.09,1,0,0,0,0,0,Matches,29,16,19,6,4,17,34,50,17,17,4,13,8,37,27,0,Matches,572,38,190,253,135,10,572,22,8,36.4,13,59.1,312,2156,998,24,27,1,11,15,276,40,Matches
Lucas Ocampos,ar ARG,"FW,MF",Sevilla,es La Liga,29,1994,31.9,4,63,23,36.5,1.97,0.72,0.05,0.13,16.9,0,1,1,5.4,4.6,0.07,-1.4,-1.6,Matches,837,1247,67.1,13104,3535,474,591,80.2,259,378,68.5,69,170,40.6,3,4.5,4.1,-1.5,36,52,40,20,124,Matches,1247,1112,131,5,2,19,120,124,1,0,1,0,837,4,51,Matches,99,3.1,74,2,4,4,11,4,9,0.28,8,0,0,0,0,1,Matches,66,47,22,27,17,29,58,50,29,34,1,33,21,87,29,0,Matches,1717,30,224,657,871,125,1716,130,48,36.9,66,50.8,963,6343,2887,117,77,35,99,56,1171,265,Matches
Lucas Paquetá,br BRA,"FW,MF",West Ham,eng Premier League,25,1997,29.1,4,40,8,20,1.37,0.27,0.05,0.25,17.8,1,2,2,5.4,3.8,0.1,-1.4,-1.8,Matches,1082,1465,73.9,16561,5842,598,714,83.8,334,435,76.8,95,173,54.9,6,5.4,5.1,0.6,43,143,50,8,187,Matches,1465,1397,60,20,30,17,35,11,0,0,0,0,1082,8,53,Matches,95,3.26,77,1,7,2,6,2,16,0.55,13,1,2,0,0,0,Matches,71,48,38,26,7,25,52,48.1,27,28,1,27,21,92,28,2,Matches,1845,42,319,1018,533,63,1843,77,41,53.2,29,37.7,1103,4489,1771,34,40,12,72,81,1350,116,Matches
Lucas Perrin,fr FRA,DF,Strasbourg,fr Ligue 1,24,1998,30.3,0,12,3,25,0.4,0.1,0,0,18.2,0,0,0,0.6,0.6,0.05,-0.6,-0.6,Matches,1608,1839,87.4,33227,12865,435,471,92.4,957,1014,94.4,196,319,61.4,1,0.8,1.1,0.2,6,113,11,2,115,Matches,1839,1693,143,84,4,9,5,14,0,0,0,0,1608,3,8,Matches,14,0.46,12,0,0,1,1,0,1,0.03,1,0,0,0,0,0,Matches,47,30,33,14,0,28,46,60.9,18,45,32,13,28,75,113,0,Matches,2122,350,1141,937,58,24,2122,10,5,50,4,40,1553,9267,5259,17,11,2,15,4,1446,8,Matches
Lucas Robertone,ar ARG,MF,Almería,es La Liga,26,1997,26.5,0,37,13,35.1,1.4,0.49,0,0,28.1,3,0,0,1,1,0.03,-1,-1,Matches,1107,1363,81.2,19270,5863,537,594,90.4,423,498,84.9,122,209,58.4,5,2.5,2.2,2.5,34,115,19,9,128,Matches,1363,1250,105,58,10,12,67,8,30,7,18,0,1107,8,18,Matches,75,2.84,58,5,2,5,1,4,7,0.26,7,0,0,0,0,0,Matches,61,33,28,23,10,25,50,50,25,43,9,34,51,112,43,0,Matches,1675,72,405,975,316,17,1675,21,8,38.1,9,42.9,873,4221,2061,31,27,4,27,16,1041,37,Matches
Lucas Torró,es ESP,MF,Osasuna,es La Liga,29,1994,19.9,1,30,7,23.3,1.51,0.35,0.03,0.14,22.3,1,0,0,1.5,1.5,0.05,-0.5,-0.5,Matches,604,798,75.7,9666,2491,298,368,81,250,310,80.6,40,71,56.3,0,0.6,0.6,-0.6,9,56,6,0,60,Matches,798,785,12,12,0,6,3,0,0,0,0,0,604,1,8,Matches,26,1.31,19,1,1,4,1,0,2,0.1,1,0,0,1,0,0,Matches,25,15,11,8,6,11,28,39.3,17,10,2,8,33,58,37,0,Matches,986,54,223,551,214,35,986,8,6,75,1,12.5,423,1829,555,3,7,1,14,10,569,15,Matches
Lucas Tousart,fr FRA,MF,Union Berlin,de Bundesliga,26,1997,17.5,0,25,6,24,1.43,0.34,0,0,18,0,0,0,1.5,1.5,0.06,-1.5,-1.5,Matches,389,523,74.4,6364,1878,184,232,79.3,151,183,82.5,33,51,64.7,0,0.9,0.4,-0.9,7,33,2,0,51,Matches,523,514,6,3,3,2,9,0,0,0,0,0,389,3,17,Matches,24,1.37,17,0,1,5,0,1,0,0,0,0,0,0,0,0,Matches,35,20,14,17,4,17,37,45.9,20,32,9,23,25,60,41,0,Matches,772,57,230,390,163,44,772,21,10,47.6,11,52.4,333,1707,762,15,13,5,34,13,389,33,Matches
Lucas Vázquez,es ESP,DF,Real Madrid,es La Liga,32,1991,15.8,3,12,7,58.3,0.76,0.44,0.25,0.43,13.4,0,0,0,1.2,1.1,0.09,1.8,1.9,Matches,930,1085,85.7,13262,3330,559,605,92.4,311,353,88.1,31,73,42.5,6,3.8,3.6,2.2,30,27,30,8,58,Matches,1085,952,132,10,5,7,47,120,2,0,1,0,930,1,17,Matches,60,3.81,47,1,4,3,4,1,11,0.7,8,0,1,1,1,0,Matches,37,25,22,14,1,18,25,72,7,27,5,22,12,49,36,0,Matches,1286,52,327,498,466,68,1286,47,24,51.1,19,40.4,708,3085,1454,28,22,12,18,15,911,160,Matches
Lucien Agoume,fr FRA,MF,Inter,it Serie A,21,2002,0.1,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,Matches,5,5,100,75,7,3,3,100,2,2,100,0,0,,0,0,0,0,0,0,0,0,0,Matches,5,5,0,0,0,0,0,0,0,0,0,0,5,0,0,Matches,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches,6,0,1,4,1,0,6,1,0,0,1,100,2,7,5,0,1,0,0,0,4,0,Matches
Lucien Agoume,fr FRA,MF,Sevilla,es La Liga,21,2002,8.6,0,6,2,33.3,0.69,0.23,0,0,13.2,0,0,0,0.9,0.9,0.14,-0.9,-0.9,Matches,301,360,83.6,5285,1424,141,163,86.5,120,135,88.9,31,42,73.8,0,0.6,0.3,-0.6,9,36,5,1,35,Matches,360,356,4,4,1,2,2,0,0,0,0,0,301,0,6,Matches,21,2.43,19,0,2,0,0,0,1,0.12,1,0,0,0,0,0,Matches,23,18,7,14,2,9,12,75,3,6,1,5,7,30,8,0,Matches,430,17,108,245,83,12,430,8,7,87.5,1,12.5,221,1218,590,7,3,2,4,4,273,9,Matches
